b [8 , 0 , 10 , 9 , 4 , 6 , 3 , 5 , 7 , 2 , 11 , 1]
a [0 , 8 , 10 , 9 , 4 , 6 , 3 , 5 , 7 , 2 , 11 , 1]
e [4 , 8 , 10 , 9 , 0 , 6 , 3 , 5 , 7 , 2 , 11 , 1]
i [4 , 8 , 10 , 9 , 7 , 6 , 3 , 5 , 0 , 2 , 11 , 1]
j [4 , 8 , 10 , 9 , 7 , 6 , 3 , 5 , 2 , 0 , 11 , 1]
e [4 , 8 , 10 , 9 , 0 , 6 , 3 , 5 , 2 , 7 , 11 , 1]
b [4 , 0 , 10 , 9 , 8 , 6 , 3 , 5 , 2 , 7 , 11 , 1]
a [0 , 4 , 10 , 9 , 8 , 6 , 3 , 5 , 2 , 7 , 11 , 1]
e [8 , 4 , 10 , 9 , 0 , 6 , 3 , 5 , 2 , 7 , 11 , 1]
i [8 , 4 , 10 , 9 , 2 , 6 , 3 , 5 , 0 , 7 , 11 , 1]
j [8 , 4 , 10 , 9 , 2 , 6 , 3 , 5 , 7 , 0 , 11 , 1]
g [8 , 4 , 10 , 9 , 2 , 6 , 0 , 5 , 7 , 3 , 11 , 1]
b [8 , 0 , 10 , 9 , 2 , 6 , 4 , 5 , 7 , 3 , 11 , 1]
e [8 , 2 , 10 , 9 , 0 , 6 , 4 , 5 , 7 , 3 , 11 , 1]
a [0 , 2 , 10 , 9 , 8 , 6 , 4 , 5 , 7 , 3 , 11 , 1]
f [6 , 2 , 10 , 9 , 8 , 0 , 4 , 5 , 7 , 3 , 11 , 1]
e [6 , 2 , 10 , 9 , 0 , 8 , 4 , 5 , 7 , 3 , 11 , 1]
i [6 , 2 , 10 , 9 , 7 , 8 , 4 , 5 , 0 , 3 , 11 , 1]
j [6 , 2 , 10 , 9 , 7 , 8 , 4 , 5 , 3 , 0 , 11 , 1]
e [6 , 2 , 10 , 9 , 0 , 8 , 4 , 5 , 3 , 7 , 11 , 1]
i [6 , 2 , 10 , 9 , 3 , 8 , 4 , 5 , 0 , 7 , 11 , 1]
f [6 , 2 , 10 , 9 , 3 , 0 , 4 , 5 , 8 , 7 , 11 , 1]
a [0 , 2 , 10 , 9 , 3 , 6 , 4 , 5 , 8 , 7 , 11 , 1]
e [3 , 2 , 10 , 9 , 0 , 6 , 4 , 5 , 8 , 7 , 11 , 1]
j [3 , 2 , 10 , 9 , 7 , 6 , 4 , 5 , 8 , 0 , 11 , 1]
k [3 , 2 , 10 , 9 , 7 , 6 , 4 , 5 , 8 , 11 , 0 , 1]
l [3 , 2 , 10 , 9 , 7 , 6 , 4 , 5 , 8 , 11 , 1 , 0]
g [3 , 2 , 10 , 9 , 7 , 6 , 0 , 5 , 8 , 11 , 1 , 4]
j [3 , 2 , 10 , 9 , 7 , 6 , 11 , 5 , 8 , 0 , 1 , 4]
e [3 , 2 , 10 , 9 , 0 , 6 , 11 , 5 , 8 , 7 , 1 , 4]
i [3 , 2 , 10 , 9 , 8 , 6 , 11 , 5 , 0 , 7 , 1 , 4]
j [3 , 2 , 10 , 9 , 8 , 6 , 11 , 5 , 7 , 0 , 1 , 4]
k [3 , 2 , 10 , 9 , 8 , 6 , 11 , 5 , 7 , 1 , 0 , 4]
g [3 , 2 , 10 , 9 , 8 , 6 , 0 , 5 , 7 , 1 , 11 , 4]
j [3 , 2 , 10 , 9 , 8 , 6 , 1 , 5 , 7 , 0 , 11 , 4]
e [3 , 2 , 10 , 9 , 0 , 6 , 1 , 5 , 7 , 8 , 11 , 4]
i [3 , 2 , 10 , 9 , 7 , 6 , 1 , 5 , 0 , 8 , 11 , 4]
j [3 , 2 , 10 , 9 , 7 , 6 , 1 , 5 , 8 , 0 , 11 , 4]
g [3 , 2 , 10 , 9 , 7 , 6 , 0 , 5 , 8 , 1 , 11 , 4]
l [3 , 2 , 10 , 9 , 7 , 6 , 4 , 5 , 8 , 1 , 11 , 0]
h [3 , 2 , 10 , 9 , 7 , 6 , 4 , 0 , 8 , 1 , 11 , 5]
c [3 , 2 , 0 , 9 , 7 , 6 , 4 , 10 , 8 , 1 , 11 , 5]
g [3 , 2 , 4 , 9 , 7 , 6 , 0 , 10 , 8 , 1 , 11 , 5]
j [3 , 2 , 4 , 9 , 7 , 6 , 1 , 10 , 8 , 0 , 11 , 5]
e [3 , 2 , 4 , 9 , 0 , 6 , 1 , 10 , 8 , 7 , 11 , 5]
i [3 , 2 , 4 , 9 , 8 , 6 , 1 , 10 , 0 , 7 , 11 , 5]
j [3 , 2 , 4 , 9 , 8 , 6 , 1 , 10 , 7 , 0 , 11 , 5]
g [3 , 2 , 4 , 9 , 8 , 6 , 0 , 10 , 7 , 1 , 11 , 5]
l [3 , 2 , 4 , 9 , 8 , 6 , 5 , 10 , 7 , 1 , 11 , 0]
h [3 , 2 , 4 , 9 , 8 , 6 , 5 , 0 , 7 , 1 , 11 , 10]
c [3 , 2 , 0 , 9 , 8 , 6 , 5 , 4 , 7 , 1 , 11 , 10]
g [3 , 2 , 5 , 9 , 8 , 6 , 0 , 4 , 7 , 1 , 11 , 10]
j [3 , 2 , 5 , 9 , 8 , 6 , 1 , 4 , 7 , 0 , 11 , 10]
e [3 , 2 , 5 , 9 , 0 , 6 , 1 , 4 , 7 , 8 , 11 , 10]
i [3 , 2 , 5 , 9 , 7 , 6 , 1 , 4 , 0 , 8 , 11 , 10]
j [3 , 2 , 5 , 9 , 7 , 6 , 1 , 4 , 8 , 0 , 11 , 10]
g [3 , 2 , 5 , 9 , 7 , 6 , 0 , 4 , 8 , 1 , 11 , 10]
l [3 , 2 , 5 , 9 , 7 , 6 , 10 , 4 , 8 , 1 , 11 , 0]
h [3 , 2 , 5 , 9 , 7 , 6 , 10 , 0 , 8 , 1 , 11 , 4]
g [3 , 2 , 5 , 9 , 7 , 6 , 0 , 10 , 8 , 1 , 11 , 4]
j [3 , 2 , 5 , 9 , 7 , 6 , 1 , 10 , 8 , 0 , 11 , 4]
e [3 , 2 , 5 , 9 , 0 , 6 , 1 , 10 , 8 , 7 , 11 , 4]
i [3 , 2 , 5 , 9 , 8 , 6 , 1 , 10 , 0 , 7 , 11 , 4]
j [3 , 2 , 5 , 9 , 8 , 6 , 1 , 10 , 7 , 0 , 11 , 4]
g [3 , 2 , 5 , 9 , 8 , 6 , 0 , 10 , 7 , 1 , 11 , 4]
h [3 , 2 , 5 , 9 , 8 , 6 , 10 , 0 , 7 , 1 , 11 , 4]
d [3 , 2 , 5 , 0 , 8 , 6 , 10 , 9 , 7 , 1 , 11 , 4]
c [3 , 2 , 0 , 5 , 8 , 6 , 10 , 9 , 7 , 1 , 11 , 4]
g [3 , 2 , 10 , 5 , 8 , 6 , 0 , 9 , 7 , 1 , 11 , 4]
j [3 , 2 , 10 , 5 , 8 , 6 , 1 , 9 , 7 , 0 , 11 , 4]
e [3 , 2 , 10 , 5 , 0 , 6 , 1 , 9 , 7 , 8 , 11 , 4]
i [3 , 2 , 10 , 5 , 7 , 6 , 1 , 9 , 0 , 8 , 11 , 4]
j [3 , 2 , 10 , 5 , 7 , 6 , 1 , 9 , 8 , 0 , 11 , 4]
g [3 , 2 , 10 , 5 , 7 , 6 , 0 , 9 , 8 , 1 , 11 , 4]
l [3 , 2 , 10 , 5 , 7 , 6 , 4 , 9 , 8 , 1 , 11 , 0]
h [3 , 2 , 10 , 5 , 7 , 6 , 4 , 0 , 8 , 1 , 11 , 9]
c [3 , 2 , 0 , 5 , 7 , 6 , 4 , 10 , 8 , 1 , 11 , 9]
g [3 , 2 , 4 , 5 , 7 , 6 , 0 , 10 , 8 , 1 , 11 , 9]
j [3 , 2 , 4 , 5 , 7 , 6 , 1 , 10 , 8 , 0 , 11 , 9]
e [3 , 2 , 4 , 5 , 0 , 6 , 1 , 10 , 8 , 7 , 11 , 9]
i [3 , 2 , 4 , 5 , 8 , 6 , 1 , 10 , 0 , 7 , 11 , 9]
j [3 , 2 , 4 , 5 , 8 , 6 , 1 , 10 , 7 , 0 , 11 , 9]
g [3 , 2 , 4 , 5 , 8 , 6 , 0 , 10 , 7 , 1 , 11 , 9]
l [3 , 2 , 4 , 5 , 8 , 6 , 9 , 10 , 7 , 1 , 11 , 0]
h [3 , 2 , 4 , 5 , 8 , 6 , 9 , 0 , 7 , 1 , 11 , 10]
c [3 , 2 , 0 , 5 , 8 , 6 , 9 , 4 , 7 , 1 , 11 , 10]
g [3 , 2 , 9 , 5 , 8 , 6 , 0 , 4 , 7 , 1 , 11 , 10]
j [3 , 2 , 9 , 5 , 8 , 6 , 1 , 4 , 7 , 0 , 11 , 10]
e [3 , 2 , 9 , 5 , 0 , 6 , 1 , 4 , 7 , 8 , 11 , 10]
i [3 , 2 , 9 , 5 , 7 , 6 , 1 , 4 , 0 , 8 , 11 , 10]
j [3 , 2 , 9 , 5 , 7 , 6 , 1 , 4 , 8 , 0 , 11 , 10]
g [3 , 2 , 9 , 5 , 7 , 6 , 0 , 4 , 8 , 1 , 11 , 10]
l [3 , 2 , 9 , 5 , 7 , 6 , 10 , 4 , 8 , 1 , 11 , 0]
h [3 , 2 , 9 , 5 , 7 , 6 , 10 , 0 , 8 , 1 , 11 , 4]
g [3 , 2 , 9 , 5 , 7 , 6 , 0 , 10 , 8 , 1 , 11 , 4]
j [3 , 2 , 9 , 5 , 7 , 6 , 1 , 10 , 8 , 0 , 11 , 4]
e [3 , 2 , 9 , 5 , 0 , 6 , 1 , 10 , 8 , 7 , 11 , 4]
i [3 , 2 , 9 , 5 , 8 , 6 , 1 , 10 , 0 , 7 , 11 , 4]
j [3 , 2 , 9 , 5 , 8 , 6 , 1 , 10 , 7 , 0 , 11 , 4]
g [3 , 2 , 9 , 5 , 8 , 6 , 0 , 10 , 7 , 1 , 11 , 4]
d [3 , 2 , 9 , 0 , 8 , 6 , 5 , 10 , 7 , 1 , 11 , 4]
h [3 , 2 , 9 , 10 , 8 , 6 , 5 , 0 , 7 , 1 , 11 , 4]
g [3 , 2 , 9 , 10 , 8 , 6 , 0 , 5 , 7 , 1 , 11 , 4]
j [3 , 2 , 9 , 10 , 8 , 6 , 1 , 5 , 7 , 0 , 11 , 4]
e [3 , 2 , 9 , 10 , 0 , 6 , 1 , 5 , 7 , 8 , 11 , 4]
i [3 , 2 , 9 , 10 , 7 , 6 , 1 , 5 , 0 , 8 , 11 , 4]
j [3 , 2 , 9 , 10 , 7 , 6 , 1 , 5 , 8 , 0 , 11 , 4]
g [3 , 2 , 9 , 10 , 7 , 6 , 0 , 5 , 8 , 1 , 11 , 4]
l [3 , 2 , 9 , 10 , 7 , 6 , 4 , 5 , 8 , 1 , 11 , 0]
h [3 , 2 , 9 , 10 , 7 , 6 , 4 , 0 , 8 , 1 , 11 , 5]
c [3 , 2 , 0 , 10 , 7 , 6 , 4 , 9 , 8 , 1 , 11 , 5]
g [3 , 2 , 4 , 10 , 7 , 6 , 0 , 9 , 8 , 1 , 11 , 5]
j [3 , 2 , 4 , 10 , 7 , 6 , 1 , 9 , 8 , 0 , 11 , 5]
e [3 , 2 , 4 , 10 , 0 , 6 , 1 , 9 , 8 , 7 , 11 , 5]
i [3 , 2 , 4 , 10 , 8 , 6 , 1 , 9 , 0 , 7 , 11 , 5]
j [3 , 2 , 4 , 10 , 8 , 6 , 1 , 9 , 7 , 0 , 11 , 5]
g [3 , 2 , 4 , 10 , 8 , 6 , 0 , 9 , 7 , 1 , 11 , 5]
l [3 , 2 , 4 , 10 , 8 , 6 , 5 , 9 , 7 , 1 , 11 , 0]
h [3 , 2 , 4 , 10 , 8 , 6 , 5 , 0 , 7 , 1 , 11 , 9]
c [3 , 2 , 0 , 10 , 8 , 6 , 5 , 4 , 7 , 1 , 11 , 9]
g [3 , 2 , 5 , 10 , 8 , 6 , 0 , 4 , 7 , 1 , 11 , 9]
j [3 , 2 , 5 , 10 , 8 , 6 , 1 , 4 , 7 , 0 , 11 , 9]
e [3 , 2 , 5 , 10 , 0 , 6 , 1 , 4 , 7 , 8 , 11 , 9]
i [3 , 2 , 5 , 10 , 7 , 6 , 1 , 4 , 0 , 8 , 11 , 9]
j [3 , 2 , 5 , 10 , 7 , 6 , 1 , 4 , 8 , 0 , 11 , 9]
g [3 , 2 , 5 , 10 , 7 , 6 , 0 , 4 , 8 , 1 , 11 , 9]
h [3 , 2 , 5 , 10 , 7 , 6 , 4 , 0 , 8 , 1 , 11 , 9]
c [3 , 2 , 0 , 10 , 7 , 6 , 4 , 5 , 8 , 1 , 11 , 9]
g [3 , 2 , 4 , 10 , 7 , 6 , 0 , 5 , 8 , 1 , 11 , 9]
d [3 , 2 , 4 , 0 , 7 , 6 , 10 , 5 , 8 , 1 , 11 , 9]
c [3 , 2 , 0 , 4 , 7 , 6 , 10 , 5 , 8 , 1 , 11 , 9]
h [3 , 2 , 5 , 4 , 7 , 6 , 10 , 0 , 8 , 1 , 11 , 9]
k [3 , 2 , 5 , 4 , 7 , 6 , 10 , 11 , 8 , 1 , 0 , 9]
j [3 , 2 , 5 , 4 , 7 , 6 , 10 , 11 , 8 , 0 , 1 , 9]
g [3 , 2 , 5 , 4 , 7 , 6 , 0 , 11 , 8 , 10 , 1 , 9]
k [3 , 2 , 5 , 4 , 7 , 6 , 1 , 11 , 8 , 10 , 0 , 9]
h [3 , 2 , 5 , 4 , 7 , 6 , 1 , 0 , 8 , 10 , 11 , 9]
c [3 , 2 , 0 , 4 , 7 , 6 , 1 , 5 , 8 , 10 , 11 , 9]
f [3 , 2 , 6 , 4 , 7 , 0 , 1 , 5 , 8 , 10 , 11 , 9]
j [3 , 2 , 6 , 4 , 7 , 10 , 1 , 5 , 8 , 0 , 11 , 9]
e [3 , 2 , 6 , 4 , 0 , 10 , 1 , 5 , 8 , 7 , 11 , 9]
i [3 , 2 , 6 , 4 , 8 , 10 , 1 , 5 , 0 , 7 , 11 , 9]
f [3 , 2 , 6 , 4 , 8 , 0 , 1 , 5 , 10 , 7 , 11 , 9]
c [3 , 2 , 0 , 4 , 8 , 6 , 1 , 5 , 10 , 7 , 11 , 9]
g [3 , 2 , 1 , 4 , 8 , 6 , 0 , 5 , 10 , 7 , 11 , 9]
j [3 , 2 , 1 , 4 , 8 , 6 , 7 , 5 , 10 , 0 , 11 , 9]
e [3 , 2 , 1 , 4 , 0 , 6 , 7 , 5 , 10 , 8 , 11 , 9]
a [0 , 2 , 1 , 4 , 3 , 6 , 7 , 5 , 10 , 8 , 11 , 9]
f [6 , 2 , 1 , 4 , 3 , 0 , 7 , 5 , 10 , 8 , 11 , 9]
e [6 , 2 , 1 , 4 , 0 , 3 , 7 , 5 , 10 , 8 , 11 , 9]
i [6 , 2 , 1 , 4 , 10 , 3 , 7 , 5 , 0 , 8 , 11 , 9]
f [6 , 2 , 1 , 4 , 10 , 0 , 7 , 5 , 3 , 8 , 11 , 9]
a [0 , 2 , 1 , 4 , 10 , 6 , 7 , 5 , 3 , 8 , 11 , 9]
e [10 , 2 , 1 , 4 , 0 , 6 , 7 , 5 , 3 , 8 , 11 , 9]
j [10 , 2 , 1 , 4 , 8 , 6 , 7 , 5 , 3 , 0 , 11 , 9]
k [10 , 2 , 1 , 4 , 8 , 6 , 7 , 5 , 3 , 11 , 0 , 9]
l [10 , 2 , 1 , 4 , 8 , 6 , 7 , 5 , 3 , 11 , 9 , 0]
h [10 , 2 , 1 , 4 , 8 , 6 , 7 , 0 , 3 , 11 , 9 , 5]
k [10 , 2 , 1 , 4 , 8 , 6 , 7 , 9 , 3 , 11 , 0 , 5]
j [10 , 2 , 1 , 4 , 8 , 6 , 7 , 9 , 3 , 0 , 11 , 5]
i [10 , 2 , 1 , 4 , 8 , 6 , 7 , 9 , 0 , 3 , 11 , 5]
f [10 , 2 , 1 , 4 , 8 , 0 , 7 , 9 , 6 , 3 , 11 , 5]
a [0 , 2 , 1 , 4 , 8 , 10 , 7 , 9 , 6 , 3 , 11 , 5]
e [8 , 2 , 1 , 4 , 0 , 10 , 7 , 9 , 6 , 3 , 11 , 5]
i [8 , 2 , 1 , 4 , 6 , 10 , 7 , 9 , 0 , 3 , 11 , 5]
j [8 , 2 , 1 , 4 , 6 , 10 , 7 , 9 , 3 , 0 , 11 , 5]
f [8 , 2 , 1 , 4 , 6 , 0 , 7 , 9 , 3 , 10 , 11 , 5]
c [8 , 2 , 0 , 4 , 6 , 1 , 7 , 9 , 3 , 10 , 11 , 5]
h [8 , 2 , 9 , 4 , 6 , 1 , 7 , 0 , 3 , 10 , 11 , 5]
l [8 , 2 , 9 , 4 , 6 , 1 , 7 , 5 , 3 , 10 , 11 , 0]
g [8 , 2 , 9 , 4 , 6 , 1 , 0 , 5 , 3 , 10 , 11 , 7]
f [8 , 2 , 9 , 4 , 6 , 0 , 1 , 5 , 3 , 10 , 11 , 7]
e [8 , 2 , 9 , 4 , 0 , 6 , 1 , 5 , 3 , 10 , 11 , 7]
a [0 , 2 , 9 , 4 , 8 , 6 , 1 , 5 , 3 , 10 , 11 , 7]
f [6 , 2 , 9 , 4 , 8 , 0 , 1 , 5 , 3 , 10 , 11 , 7]
e [6 , 2 , 9 , 4 , 0 , 8 , 1 , 5 , 3 , 10 , 11 , 7]
i [6 , 2 , 9 , 4 , 3 , 8 , 1 , 5 , 0 , 10 , 11 , 7]
f [6 , 2 , 9 , 4 , 3 , 0 , 1 , 5 , 8 , 10 , 11 , 7]
a [0 , 2 , 9 , 4 , 3 , 6 , 1 , 5 , 8 , 10 , 11 , 7]
e [3 , 2 , 9 , 4 , 0 , 6 , 1 , 5 , 8 , 10 , 11 , 7]
i [3 , 2 , 9 , 4 , 8 , 6 , 1 , 5 , 0 , 10 , 11 , 7]
j [3 , 2 , 9 , 4 , 8 , 6 , 1 , 5 , 10 , 0 , 11 , 7]
g [3 , 2 , 9 , 4 , 8 , 6 , 0 , 5 , 10 , 1 , 11 , 7]
l [3 , 2 , 9 , 4 , 8 , 6 , 7 , 5 , 10 , 1 , 11 , 0]
h [3 , 2 , 9 , 4 , 8 , 6 , 7 , 0 , 10 , 1 , 11 , 5]
c [3 , 2 , 0 , 4 , 8 , 6 , 7 , 9 , 10 , 1 , 11 , 5]
b [3 , 0 , 2 , 4 , 8 , 6 , 7 , 9 , 10 , 1 , 11 , 5]
a [0 , 3 , 2 , 4 , 8 , 6 , 7 , 9 , 10 , 1 , 11 , 5]
e [8 , 3 , 2 , 4 , 0 , 6 , 7 , 9 , 10 , 1 , 11 , 5]
i [8 , 3 , 2 , 4 , 10 , 6 , 7 , 9 , 0 , 1 , 11 , 5]
j [8 , 3 , 2 , 4 , 10 , 6 , 7 , 9 , 1 , 0 , 11 , 5]
e [8 , 3 , 2 , 4 , 0 , 6 , 7 , 9 , 1 , 10 , 11 , 5]
b [8 , 0 , 2 , 4 , 3 , 6 , 7 , 9 , 1 , 10 , 11 , 5]
c [8 , 2 , 0 , 4 , 3 , 6 , 7 , 9 , 1 , 10 , 11 , 5]
h [8 , 2 , 9 , 4 , 3 , 6 , 7 , 0 , 1 , 10 , 11 , 5]
l [8 , 2 , 9 , 4 , 3 , 6 , 7 , 5 , 1 , 10 , 11 , 0]
g [8 , 2 , 9 , 4 , 3 , 6 , 0 , 5 , 1 , 10 , 11 , 7]
h [8 , 2 , 9 , 4 , 3 , 6 , 5 , 0 , 1 , 10 , 11 , 7]
c [8 , 2 , 0 , 4 , 3 , 6 , 5 , 9 , 1 , 10 , 11 , 7]
g [8 , 2 , 5 , 4 , 3 , 6 , 0 , 9 , 1 , 10 , 11 , 7]
l [8 , 2 , 5 , 4 , 3 , 6 , 7 , 9 , 1 , 10 , 11 , 0]
h [8 , 2 , 5 , 4 , 3 , 6 , 7 , 0 , 1 , 10 , 11 , 9]
c [8 , 2 , 0 , 4 , 3 , 6 , 7 , 5 , 1 , 10 , 11 , 9]
b [8 , 0 , 2 , 4 , 3 , 6 , 7 , 5 , 1 , 10 , 11 , 9]
a [0 , 8 , 2 , 4 , 3 , 6 , 7 , 5 , 1 , 10 , 11 , 9]
e [3 , 8 , 2 , 4 , 0 , 6 , 7 , 5 , 1 , 10 , 11 , 9]
b [3 , 0 , 2 , 4 , 8 , 6 , 7 , 5 , 1 , 10 , 11 , 9]
c [3 , 2 , 0 , 4 , 8 , 6 , 7 , 5 , 1 , 10 , 11 , 9]
h [3 , 2 , 5 , 4 , 8 , 6 , 7 , 0 , 1 , 10 , 11 , 9]
l [3 , 2 , 5 , 4 , 8 , 6 , 7 , 9 , 1 , 10 , 11 , 0]
g [3 , 2 , 5 , 4 , 8 , 6 , 0 , 9 , 1 , 10 , 11 , 7]
h [3 , 2 , 5 , 4 , 8 , 6 , 9 , 0 , 1 , 10 , 11 , 7]
c [3 , 2 , 0 , 4 , 8 , 6 , 9 , 5 , 1 , 10 , 11 , 7]
g [3 , 2 , 9 , 4 , 8 , 6 , 0 , 5 , 1 , 10 , 11 , 7]
l [3 , 2 , 9 , 4 , 8 , 6 , 7 , 5 , 1 , 10 , 11 , 0]
h [3 , 2 , 9 , 4 , 8 , 6 , 7 , 0 , 1 , 10 , 11 , 5]
c [3 , 2 , 0 , 4 , 8 , 6 , 7 , 9 , 1 , 10 , 11 , 5]
f [3 , 2 , 6 , 4 , 8 , 0 , 7 , 9 , 1 , 10 , 11 , 5]
a [0 , 2 , 6 , 4 , 8 , 3 , 7 , 9 , 1 , 10 , 11 , 5]
e [8 , 2 , 6 , 4 , 0 , 3 , 7 , 9 , 1 , 10 , 11 , 5]
i [8 , 2 , 6 , 4 , 1 , 3 , 7 , 9 , 0 , 10 , 11 , 5]
f [8 , 2 , 6 , 4 , 1 , 0 , 7 , 9 , 3 , 10 , 11 , 5]
c [8 , 2 , 0 , 4 , 1 , 6 , 7 , 9 , 3 , 10 , 11 , 5]
h [8 , 2 , 9 , 4 , 1 , 6 , 7 , 0 , 3 , 10 , 11 , 5]
l [8 , 2 , 9 , 4 , 1 , 6 , 7 , 5 , 3 , 10 , 11 , 0]
g [8 , 2 , 9 , 4 , 1 , 6 , 0 , 5 , 3 , 10 , 11 , 7]
h [8 , 2 , 9 , 4 , 1 , 6 , 5 , 0 , 3 , 10 , 11 , 7]
c [8 , 2 , 0 , 4 , 1 , 6 , 5 , 9 , 3 , 10 , 11 , 7]
g [8 , 2 , 5 , 4 , 1 , 6 , 0 , 9 , 3 , 10 , 11 , 7]
l [8 , 2 , 5 , 4 , 1 , 6 , 7 , 9 , 3 , 10 , 11 , 0]
h [8 , 2 , 5 , 4 , 1 , 6 , 7 , 0 , 3 , 10 , 11 , 9]
c [8 , 2 , 0 , 4 , 1 , 6 , 7 , 5 , 3 , 10 , 11 , 9]
b [8 , 0 , 2 , 4 , 1 , 6 , 7 , 5 , 3 , 10 , 11 , 9]
a [0 , 8 , 2 , 4 , 1 , 6 , 7 , 5 , 3 , 10 , 11 , 9]
e [1 , 8 , 2 , 4 , 0 , 6 , 7 , 5 , 3 , 10 , 11 , 9]
b [1 , 0 , 2 , 4 , 8 , 6 , 7 , 5 , 3 , 10 , 11 , 9]
c [1 , 2 , 0 , 4 , 8 , 6 , 7 , 5 , 3 , 10 , 11 , 9]
g [1 , 2 , 7 , 4 , 8 , 6 , 0 , 5 , 3 , 10 , 11 , 9]
b [1 , 0 , 7 , 4 , 8 , 6 , 2 , 5 , 3 , 10 , 11 , 9]
c [1 , 7 , 0 , 4 , 8 , 6 , 2 , 5 , 3 , 10 , 11 , 9]
h [1 , 7 , 5 , 4 , 8 , 6 , 2 , 0 , 3 , 10 , 11 , 9]
g [1 , 7 , 5 , 4 , 8 , 6 , 0 , 2 , 3 , 10 , 11 , 9]
b [1 , 0 , 5 , 4 , 8 , 6 , 7 , 2 , 3 , 10 , 11 , 9]
c [1 , 5 , 0 , 4 , 8 , 6 , 7 , 2 , 3 , 10 , 11 , 9]
h [1 , 5 , 2 , 4 , 8 , 6 , 7 , 0 , 3 , 10 , 11 , 9]
l [1 , 5 , 2 , 4 , 8 , 6 , 7 , 9 , 3 , 10 , 11 , 0]
g [1 , 5 , 2 , 4 , 8 , 6 , 0 , 9 , 3 , 10 , 11 , 7]
h [1 , 5 , 2 , 4 , 8 , 6 , 9 , 0 , 3 , 10 , 11 , 7]
c [1 , 5 , 0 , 4 , 8 , 6 , 9 , 2 , 3 , 10 , 11 , 7]
b [1 , 0 , 5 , 4 , 8 , 6 , 9 , 2 , 3 , 10 , 11 , 7]
g [1 , 9 , 5 , 4 , 8 , 6 , 0 , 2 , 3 , 10 , 11 , 7]
l [1 , 9 , 5 , 4 , 8 , 6 , 7 , 2 , 3 , 10 , 11 , 0]
h [1 , 9 , 5 , 4 , 8 , 6 , 7 , 0 , 3 , 10 , 11 , 2]
c [1 , 9 , 0 , 4 , 8 , 6 , 7 , 5 , 3 , 10 , 11 , 2]
b [1 , 0 , 9 , 4 , 8 , 6 , 7 , 5 , 3 , 10 , 11 , 2]
e [1 , 8 , 9 , 4 , 0 , 6 , 7 , 5 , 3 , 10 , 11 , 2]
i [1 , 8 , 9 , 4 , 3 , 6 , 7 , 5 , 0 , 10 , 11 , 2]
f [1 , 8 , 9 , 4 , 3 , 0 , 7 , 5 , 6 , 10 , 11 , 2]
e [1 , 8 , 9 , 4 , 0 , 3 , 7 , 5 , 6 , 10 , 11 , 2]
b [1 , 0 , 9 , 4 , 8 , 3 , 7 , 5 , 6 , 10 , 11 , 2]
f [1 , 3 , 9 , 4 , 8 , 0 , 7 , 5 , 6 , 10 , 11 , 2]
i [1 , 3 , 9 , 4 , 8 , 6 , 7 , 5 , 0 , 10 , 11 , 2]
e [1 , 3 , 9 , 4 , 0 , 6 , 7 , 5 , 8 , 10 , 11 , 2]
b [1 , 0 , 9 , 4 , 3 , 6 , 7 , 5 , 8 , 10 , 11 , 2]
