0 [5 , 1 , 2 , 3 , 9 , 6 , 7 , 4 , 0 , 10 , 11 , 8]
j [5 , 1 , 2 , 3 , 9 , 6 , 7 , 4 , 10 , 0 , 11 , 8]
e [5 , 1 , 2 , 3 , 0 , 6 , 7 , 4 , 10 , 9 , 11 , 8]
a [0 , 1 , 2 , 3 , 5 , 6 , 7 , 4 , 10 , 9 , 11 , 8]
f [6 , 1 , 2 , 3 , 5 , 0 , 7 , 4 , 10 , 9 , 11 , 8]
i [6 , 1 , 2 , 3 , 5 , 10 , 7 , 4 , 0 , 9 , 11 , 8]
j [6 , 1 , 2 , 3 , 5 , 10 , 7 , 4 , 9 , 0 , 11 , 8]
f [6 , 1 , 2 , 3 , 5 , 0 , 7 , 4 , 9 , 10 , 11 , 8]
g [6 , 1 , 2 , 3 , 5 , 7 , 0 , 4 , 9 , 10 , 11 , 8]
h [6 , 1 , 2 , 3 , 5 , 7 , 4 , 0 , 9 , 10 , 11 , 8]
l [6 , 1 , 2 , 3 , 5 , 7 , 4 , 8 , 9 , 10 , 11 , 0]
k [6 , 1 , 2 , 3 , 5 , 7 , 4 , 8 , 9 , 10 , 0 , 11]
f [6 , 1 , 2 , 3 , 5 , 0 , 4 , 8 , 9 , 10 , 7 , 11]
a [0 , 1 , 2 , 3 , 5 , 6 , 4 , 8 , 9 , 10 , 7 , 11]
b [1 , 0 , 2 , 3 , 5 , 6 , 4 , 8 , 9 , 10 , 7 , 11]
c [1 , 2 , 0 , 3 , 5 , 6 , 4 , 8 , 9 , 10 , 7 , 11]
d [1 , 2 , 3 , 0 , 5 , 6 , 4 , 8 , 9 , 10 , 7 , 11]
g [1 , 2 , 3 , 4 , 5 , 6 , 0 , 8 , 9 , 10 , 7 , 11]
k [1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 0 , 11]
l [1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 0]
